fund_code,fund_short_name,first_ann,last_ann,n_ann,types,organ_name,est_delist_date,is_onsite
003339,华安睿享定开混合,2019-11-19,2019-12-17,3,基金合同终止公告/基金清算公告/清算报告,华安,2019-11-19,False
003342,工银国债纯债债券,2021-01-13,2021-03-02,2,基金合同终止公告/清算报告,工银瑞信,2021-01-13,False
003351,招商稳荣定开灵活混合,2021-01-30,2021-03-27,3,基金合同终止公告/清算报告,招商,2021-01-30,False
003362,国联安睿利定开混合,2020-04-03,2020-05-28,2,基金合同终止公告/清算报告,国联安,2020-04-03,False
003366,浙商中证转型成长指数,2023-09-22,2023-09-22,1,清算报告,浙商资管,2023-09-22,False
003367,鹏华兴合定期开放混合,2021-01-16,2021-03-09,2,基金合同终止公告/清算报告,鹏华,2021-01-16,False
003394,建信恒安一年定期开放债券,2022-02-24,2022-04-23,2,基金合同终止公告/清算报告,建信,2022-02-24,False
003404,招商稳盛定开混合,2020-03-14,2020-03-14,1,清算报告,招商,2020-03-14,False
003406,南方多元定开债券发起,2025-05-30,2025-06-03,2,基金合同终止公告/清算报告,南方,2025-05-30,False
003414,泰达宏利创金混合,2020-06-20,2020-08-08,2,基金合同终止公告/清算报告,宏利,2020-06-20,False
003419,中欧弘安一年定期开放债券,2021-05-29,2021-07-29,2,基金合同终止公告/清算报告,中欧,2021-05-29,False
003424,江信洪福,2026-07-18,2026-08-29,2,基金清算公告,江信,2026-07-18,False
003427,建信恒远一年定期开放债券,2022-02-24,2022-04-15,2,基金合同终止公告/清算报告,建信,2022-02-24,False
003430,兴业中短债债券,2022-01-11,2022-01-14,2,基金清算公告/清算报告,兴业,2022-01-11,False
003434,博时鑫泽混合,2025-08-15,2025-09-20,3,基金合同终止公告/清算报告,博时,2025-08-15,False
003463,泰达宏利亚洲债券(QDII),2020-04-29,2020-06-20,2,基金合同终止公告/清算报告,宏利,2020-04-29,False
003475,前海联合沪深300,2023-04-26,2023-04-26,1,清算报告,前海联合,2023-04-26,False
003477,南方睿见定期开放混合发起,2019-12-19,2020-02-27,4,基金合同终止公告/清算报告,南方,2019-12-19,False
003488,平安惠裕债券,2019-11-01,2019-11-01,2,基金清算公告/清算报告,平安,2019-11-01,False
003492,前海开源外向企业股票,2021-02-04,2021-02-04,1,清算报告,前海开源,2021-02-04,False
003493,申万菱信安鑫优选混合,2024-02-20,2024-05-31,2,基金合同终止公告/清算报告,申万菱信,2024-02-20,False
003497,银华添泽定期开放债券,2021-12-04,2022-01-25,2,基金合同终止公告/清算报告,银华,2021-12-04,False
003508,华安睿安定开混合,2020-11-13,2020-11-13,1,清算报告,华安,2020-11-13,False
003514,国寿安保安享纯债债券,2022-12-08,2022-12-08,1,清算报告,国寿安保,2022-12-08,False
003522,万家鑫通纯债,2018-06-20,2018-06-20,1,清算报告,万家,2018-06-20,False
003546,长城久信债券,2020-06-16,2020-07-15,3,基金合同终止公告/基金清算公告/清算报告,长城,2020-06-16,False
003575,大成惠益纯债债券,2021-11-12,2021-11-12,1,清算报告,大成,2021-11-12,False
003582,中金量化多策略,2023-02-15,2023-02-15,1,清算报告,中金,2023-02-15,False
003601,申万菱信安鑫精选混合,2023-09-16,2024-02-06,2,基金合同终止公告/清算报告,申万菱信,2023-09-16,False
003603,景顺长城泰安回报混合,2023-11-24,2023-12-12,2,基金合同终止公告/清算报告,景顺长城,2023-11-24,False
003610,南方荣安定期开放混合,2021-06-02,2021-06-02,1,基金合同终止公告,南方,2021-06-02,False
003622,创金合信优价成长股票,2019-11-02,2019-12-19,2,基金合同终止公告/清算报告,创金合信,2019-11-02,False
003627,兴银长富,2018-03-09,2018-03-09,1,清算报告,兴银,2018-03-09,False
003645,融通通弘债券,2017-10-25,2017-10-25,1,清算报告,融通,2017-10-25,False
003651,博时丰达6个月定开债发起式,2026-02-28,2026-04-09,3,基金合同终止公告/清算报告,博时,2026-02-28,False
003658,长盛量化多策略,2022-09-15,2022-10-12,2,基金合同终止公告/清算报告,长盛,2022-09-15,False
003660,中加纯债两年债券,2025-01-17,2025-01-17,1,清算报告,中加,2025-01-17,False
003663,鹏华兴泰定期开放混合,2024-11-02,2024-12-12,2,基金合同终止公告/清算报告,鹏华,2024-11-02,False
003677,融通通穗债券,2019-01-18,2019-01-18,1,清算报告,融通,2019-01-18,False
003691,农银金泰定开债券,2021-03-04,2021-07-10,2,基金合同终止公告/基金清算公告,农银汇理,2021-03-04,False
003698,华夏新锦祥混合,2018-11-17,2018-11-17,1,清算报告,华夏,2018-11-17,False
003702,平安中证沪港深高股息,2020-08-21,2020-08-24,2,基金清算公告/清算报告,平安,2020-08-21,False
003704,光大保德信事件驱动混合,2023-08-08,2023-08-08,1,清算报告,光大保德信,2023-08-08,False
003726,融通通颐定期开放债,2018-11-17,2018-11-17,1,清算报告,融通,2018-11-17,False
003731,长安泓泽纯债债券,2020-10-23,2020-11-18,2,基金合同终止公告/清算报告,长安,2020-10-23,False
003739,新华鑫弘灵活配置混合,2022-05-31,2022-08-10,2,基金合同终止公告/清算报告,新华,2022-05-31,False
003743,广发汇平一年定期债券,2020-09-29,2020-09-29,1,清算报告,广发,2020-09-29,False
003749,创金合信鑫收益,2023-01-19,2023-01-19,1,清算报告,创金合信,2023-01-19,False
003754,国泰普益灵活配置混合,2024-08-27,2024-08-27,1,清算报告,国泰,2024-08-27,False
003762,国开开泰混合,2021-06-23,2021-07-30,2,基金合同终止公告/清算报告,京管泰富,2021-06-23,False
003769,中银品质生活混合,2022-03-16,2022-06-28,3,基金合同终止公告/基金清算公告/清算报告,中银,2022-03-16,False
003780,鹏华兴悦定期开放混合,2024-04-23,2024-05-01,2,基金合同终止公告/清算报告,鹏华,2024-04-23,False
003799,华安新泰利灵活配置混合,2024-09-28,2024-09-28,1,清算报告,华安,2024-09-28,False
003807,南方荣优鑫年享定期开放混合,2018-09-25,2018-09-25,1,清算报告,南方,2018-09-25,False
003814,银华上证10年期国债指数,2020-04-02,2020-04-02,1,清算报告,银华,2020-04-02,False
003817,银华上证5年期国债指数,2020-04-02,2020-04-02,1,清算报告,银华,2020-04-02,False
003820,华夏新锦鸿混合,2018-09-11,2018-09-11,1,清算报告,华夏,2018-09-11,False
003826,华夏鼎汇债券,2021-08-25,2021-08-25,1,清算报告,华夏,2021-08-25,False
003828,鹏华兴惠定期开放混合,2024-01-19,2024-03-12,2,基金合同终止公告/清算报告,鹏华,2024-01-19,False
003830,建信鑫悦回报灵活配置混合,2018-06-26,2018-06-26,1,清算报告,建信,2018-06-26,False
003831,建信鑫瑞回报灵活配置混合,2023-09-27,2023-09-27,1,基金合同终止公告,建信,2023-09-27,False
003833,金鹰添富纯债债券,2019-09-19,2019-10-26,2,基金清算公告/清算报告,金鹰,2019-09-19,False
003836,新沃鑫禧,2018-04-11,2018-04-11,1,清算报告,新沃,2018-04-11,False
003844,建信睿源纯债债券,2018-08-13,2018-08-13,1,清算报告,建信,2018-08-13,False
003848,中银广利混合,2026-03-27,2026-06-09,2,基金清算公告/清算报告,中银,2026-03-27,False
003850,中银锦利混合,2023-04-06,2023-05-24,2,基金清算公告/清算报告,中银,2023-04-06,False
003852,金鹰添享纯债债券,2021-01-14,2021-01-15,2,基金合同终止公告/清算报告,金鹰,2021-01-14,False
003854,汇安丰华混合,2023-04-12,2023-04-12,1,清算报告,汇安,2023-04-12,False
003897,金元顺安桉泰债券,2019-03-02,2019-03-02,1,清算报告,金元顺安,2019-03-02,False
003906,华夏新锦图混合,2018-10-31,2018-10-31,1,清算报告,华夏,2018-10-31,False
003908,万家家泰,2017-12-02,2017-12-02,1,清算报告,万家,2017-12-02,False
003910,万家家盛,2017-12-02,2017-12-02,1,清算报告,万家,2017-12-02,False
003912,泰达宏利启富混合,2021-11-27,2021-12-21,2,基金合同终止公告/清算报告,宏利,2021-11-27,False
003928,前海联合永兴纯债,2022-02-25,2022-02-25,1,清算报告,前海联合,2022-02-25,False
003931,工银丰实三年定开债券,2020-09-11,2020-09-30,2,基金合同终止公告/清算报告,工银瑞信,2020-09-11,False
003932,银华中证5年期地方政府债指数,2020-01-18,2020-01-18,1,清算报告,银华,2020-01-18,False
003934,银华中证10年期地方政府债指数,2020-01-18,2020-01-18,1,清算报告,银华,2020-01-18,False
003936,南方和利定期开放债券,2019-01-18,2019-01-18,1,清算报告,南方,2019-01-18,False
003938,南方荣尊混合,2023-11-13,2024-01-06,3,基金合同终止公告/清算报告,南方,2023-11-13,False
003950,博时鑫润混合,2025-01-17,2025-02-27,3,基金合同终止公告/清算报告,博时,2025-01-17,False
003954,华泰柏瑞价值精选30混合,2019-10-17,2019-12-17,2,基金合同终止公告/清算报告,华泰柏瑞,2019-10-17,False
003955,国泰民丰回报定期开放灵活配置混合,2022-06-02,2022-07-06,2,基金合同终止公告/清算报告,国泰,2022-06-02,False
003964,华夏新锦略混合,2018-07-05,2018-07-05,1,清算报告,华夏,2018-07-05,False
003966,中银润利混合,2023-05-18,2023-05-18,1,清算报告,中银,2023-05-18,False
003974,中信建投睿泰,2018-08-10,2018-08-10,1,清算报告,中信建投,2018-08-10,False
003976,中信建投稳惠,2018-12-11,2018-12-11,1,清算报告,中信建投,2018-12-11,False
003980,中银证券瑞益混合,2024-01-13,2024-04-20,2,基金合同终止公告/清算报告,中银国际证券,2024-01-13,False
003995,银华中债AAA信用债指数,2020-09-11,2020-09-11,1,清算报告,银华,2020-09-11,False
004000,泰达睿选稳健混合,2020-08-18,2020-09-18,2,基金合同终止公告/清算报告,宏利,2020-08-18,False
004033,金鹰添荣纯债债券,2023-03-14,2023-03-15,2,基金合同终止公告/清算报告,金鹰,2023-03-14,False
004034,博时弘康18个月定开债,2019-10-09,2019-10-09,2,基金清算公告/清算报告,博时,2019-10-09,False
004046,华夏新锦顺混合,2025-03-21,2025-03-26,2,基金清算公告/清算报告,华夏,2025-03-21,False
004054,华夏鼎实债券,2018-05-05,2018-05-05,1,清算报告,华夏,2018-05-05,False
004065,中融量化多因子混合,2019-12-30,2020-02-22,2,基金合同终止公告/清算报告,国联,2019-12-30,False
004067,中融鑫回报混合,2018-03-09,2018-03-09,1,清算报告,国联,2018-03-09,False
004081,国联安鑫乾混合,2025-09-24,2025-09-24,1,清算报告,国联安,2025-09-24,False
004085,工银国债(7-10年)指数,2021-04-03,2021-04-28,2,基金合同终止公告/清算报告,工银瑞信,2021-04-03,False
004112,创金合信国企活力混合,2022-12-08,2022-12-08,1,清算报告,创金合信,2022-12-08,False
004131,国联安鑫发混合,2026-01-16,2026-01-16,1,清算报告,国联安,2026-01-16,False
004134,农银金安定开债券,2023-05-09,2023-09-16,3,基金清算公告/清算报告,农银汇理,2023-05-09,False
004135,申万菱信量化成长混合,2023-03-02,2023-03-02,1,基金清算公告,申万菱信,2023-03-02,False
004144,上投摩根安丰回报混合,2022-11-11,2022-11-11,1,清算报告,摩根,2022-11-11,False
004149,博时鑫惠混合,2024-09-21,2024-10-23,3,基金合同终止公告/清算报告,博时,2024-09-21,False
004157,中信保诚至诚混合,2025-12-27,2025-12-27,2,基金合同终止公告/清算报告,中信保诚,2025-12-27,False
004161,国泰中国企业信用精选债券(QDII),2021-06-21,2021-06-21,1,清算报告,国泰,2021-06-21,False
004166,东方价值挖掘灵活配置混合,2023-03-16,2023-03-16,1,清算报告,东方,2023-03-16,False
004171,信诚永益,2021-06-29,2021-06-29,2,基金合同终止公告/清算报告,中信保诚,2021-06-29,False
004175,博时鑫泰混合,2025-10-24,2025-10-24,2,基金合同终止公告/清算报告,博时,2025-10-24,False
004182,建信瑞福添利混合,2021-05-22,2021-05-22,1,清算报告,建信,2021-05-22,False
004196,泓德裕鑫一年定开债券,2022-05-31,2022-07-04,3,基金合同终止公告/基金清算公告/清算报告,泓德,2022-05-31,False
004212,中融量化智选混合,2022-12-24,2022-12-24,1,清算报告,国联,2022-12-24,False
004214,方正富邦鑫利宝货币,2018-01-03,2018-01-03,1,清算报告,方正富邦,2018-01-03,False
004219,中海添顺定期开放混合,2021-03-30,2021-06-23,2,基金清算公告/清算报告,中海,2021-03-30,False
004254,民生加银汇鑫定开债券,2022-09-02,2022-09-02,1,清算报告,民生加银,2022-09-02,False
004268,中信建投睿康,2018-08-10,2018-08-10,1,清算报告,中信建投,2018-08-10,False
004270,汇添富民丰回报混合,2024-01-03,2024-02-03,3,基金合同终止公告/清算报告,汇添富,2024-01-03,False
004272,中融量化小盘股票,2020-05-18,2020-07-11,2,基金合同终止公告/清算报告,国联,2020-05-18,False
004276,浦银安盛安和回报定开混合,2024-09-12,2024-10-25,2,基金合同终止公告/清算报告,浦银基金,2024-09-12,False
004283,中欧达安混合,2021-03-18,2021-04-23,2,基金合同终止公告/清算报告,中欧,2021-03-18,False
004284,华宝新优选混合,2023-07-07,2023-07-27,2,基金合同终止公告/清算报告,华宝,2023-07-07,False
004290,前海开源顺和债券,2020-10-23,2020-10-23,1,基金合同终止公告,前海开源,2020-10-23,False
004307,博时富元纯债债券,2026-06-17,2026-07-21,3,基金合同终止公告/清算报告,博时,2026-06-17,False
004334,博时广利3个月定开债发起式,2026-07-01,2026-07-01,2,基金合同终止公告/清算报告,博时,2026-07-01,False
004353,嘉实新添华定期混合,2023-05-19,2023-05-19,1,基金合同终止公告,嘉实,2023-05-19,False
004354,益民中证指数基金,2020-10-22,2020-10-22,1,清算报告,益民,2020-10-22,False
004359,创金合信量化核心混合,2024-07-19,2024-07-19,1,清算报告,创金合信,2024-07-19,False
004385,中金新安,2019-09-19,2019-09-19,1,清算报告,中金,2019-09-19,False
004396,中银文体娱乐混合,2018-12-29,2018-12-29,1,清算报告,中银,2018-12-29,False
004397,长盛信息安全量化,2022-11-19,2022-11-19,1,基金合同终止公告,长盛,2022-11-19,False
004429,南方文旅休闲灵活配置混合,2020-03-06,2020-03-09,2,基金合同终止公告/清算报告,南方,2020-03-06,False
004443,南方荣知定开混合,2019-10-16,2019-12-16,3,基金合同终止公告/清算报告,南方,2019-10-16,False
004446,南方荣年一年持有混合,2024-01-19,2024-03-19,3,基金合同终止公告/基金清算公告/清算报告,南方,2024-01-19,False
004460,富国嘉利稳健配置定期开放混合,2020-06-20,2020-06-20,1,清算报告,富国,2020-06-20,False
004466,长盛盛杰混合,2021-08-31,2021-09-27,2,基金合同终止公告/清算报告,长盛,2021-08-31,False
004473,前海开源尊享,2019-09-21,2019-09-21,1,清算报告,前海开源,2019-09-21,False
004480,华宝智慧产业混合,2022-07-28,2022-08-22,2,基金合同终止公告/清算报告,华宝,2022-07-28,False
004481,华宝第三产业混合,2024-07-11,2024-08-08,2,基金合同终止公告/清算报告,华宝,2024-07-11,False
004482,泰达宏利港股通股票,2019-11-29,2019-12-27,2,基金清算公告/清算报告,宏利,2019-11-29,False
004484,泰达宏利业绩股票,2022-03-11,2022-07-20,2,基金合同终止公告/清算报告,宏利,2022-03-11,False
004508,融通新动力灵活配置混合,2018-08-09,2018-08-09,1,清算报告,融通,2018-08-09,False
004514,鹏华新科技传媒混合,2019-10-29,2019-10-29,1,清算报告,鹏华,2019-10-29,False
004525,中欧达乐混合,2019-10-25,2019-10-25,1,清算报告,中欧,2019-10-25,False
004546,建信量化优享定期开放混合,2022-12-24,2022-12-24,1,清算报告,建信,2022-12-24,False
004550,中科沃土沃祥债券发起,2020-06-30,2022-11-18,4,基金清算公告/清算报告,众盈基金,2020-06-30,False
004551,中银证券瑞享混合,2019-09-20,2019-09-20,1,清算报告,中银国际证券,2019-09-20,False
004557,北信瑞丰鼎丰,2023-01-19,2023-01-19,1,清算报告,华银基金,2023-01-19,False
004558,汇安丰裕混合,2022-12-19,2022-12-19,1,清算报告,汇安,2022-12-19,False
004560,汇安丰益混合,2023-09-22,2023-09-22,1,清算报告,汇安,2023-09-22,False
004573,新华鑫泰灵活配置混合,2023-12-21,2024-01-18,2,基金合同终止公告/清算报告,新华,2023-12-21,False
