rank,fund_code,fund_name,score,age_months,age_group,coverage,as_of
323,000978,景顺长城量化精选股票A,0.15106615338338458,139.3,full,1.0,2026-09-15
324,015006,中欧量化动力混合A,0.15073974857736627,54.5,full,1.0,2026-09-15
325,004946,汇添富盈润混合A,0.15070378335204127,108.3,full,1.0,2026-09-15
326,001761,广发安宏回报混合A,0.1506798187646008,128.5,full,1.0,2026-09-15
327,013812,景顺长城景气进取混合A,0.1501982350815403,57.7,full,1.0,2026-09-15
328,005743,长安裕隆混合A,0.15011823717523276,96.4,full,1.0,2026-09-15
329,000173,汇添富美丽30混合A,0.14881684410744178,158.7,full,1.0,2026-09-15
330,012186,招商品质成长混合A,0.14827155993297603,59.7,full,1.0,2026-09-15
331,004332,恒生沪港深新兴产业精选混合,0.14763802963291361,113.5,full,1.0,2026-09-15
332,002780,前海联合泓鑫混合A,0.147219431346427,117.5,full,1.0,2026-09-15
333,016449,南方新材料股票发起A,0.1462280524940851,41.9,full,1.0,2026-09-15
334,017598,华夏景气驱动混合A,0.14536626534191543,42.8,full,1.0,2026-09-15
335,008025,汇添富稳健增长混合A,0.14533395105902502,82.3,full,1.0,2026-09-15
336,360012,光大中小盘混合A,0.14455764002746374,197.1,full,1.0,2026-09-15
337,011269,中银证券优势制造股票A,0.14436001980974145,62.3,full,1.0,2026-09-15
338,013103,博时新能源主题混合A,0.14349525220384862,60.7,full,1.0,2026-09-15
339,011344,景顺长城融景一年持有混合A,0.14336289466618712,61.6,full,1.0,2026-09-15
340,180001,银华优势企业混合,0.14303095161258317,286.1,full,1.0,2026-09-15
341,013365,汇添富产业升级混合A,0.1429634449846915,58.5,full,1.0,2026-09-15
342,000994,建信睿盈灵活配置混合A,0.1429600115196481,139.4,full,1.0,2026-09-15
343,487016,工银瑞信灵活配置混合A,0.1428878581508768,176.6,full,1.0,2026-09-15
344,007549,中泰开阳价值优选混合A,0.14280651593312155,84.3,full,1.0,2026-09-15
345,013091,摩根均衡优选混合A,0.14274561644067107,59.6,full,1.0,2026-09-15
346,166005,中欧价值发现混合A,0.1425361526077482,205.7,full,1.0,2026-09-15
347,519700,交银主题优选混合A,0.14252707686813815,194.5,full,1.0,2026-09-15
348,006371,长安鑫盈混合A,0.14239352056259724,85.9,full,1.0,2026-09-15
349,014410,华夏时代领航两年持有混合A,0.1419202146187477,51.1,full,1.0,2026-09-15
350,001430,中邮乐享收益灵活配置混合A,0.14187402543485872,135.0,full,1.0,2026-09-15
351,005028,鹏华研究精选灵活配置混合,0.1397324754108631,107.2,full,1.0,2026-09-15
352,005927,创金合信新能源汽车股票A,0.1387854229205634,100.3,full,1.0,2026-09-15
353,013284,上银价值增长3个月持有期混合A,0.13863437958296276,56.8,full,1.0,2026-09-15
354,011313,东方红启华三年持有混合B,0.13739216447071567,61.7,full,1.0,2026-09-15
355,010602,长城均衡优选混合A,0.1372260436733459,69.5,full,1.0,2026-09-15
356,001796,汇添富安鑫智选混合A,0.1371253738776761,129.6,full,1.0,2026-09-15
357,004394,华泰柏瑞量化创优混合,0.13608690207960095,112.1,full,1.0,2026-09-15
358,217001,招商安泰偏股混合,0.1355385692718949,280.6,full,1.0,2026-09-15
359,005650,万家量化同顺多策略混合A,0.13468730192029899,100.4,full,1.0,2026-09-15
360,012270,富国腾享回报6个月滚动持有A,0.13266807075696585,61.6,full,1.0,2026-09-15
361,005075,富国研究量化精选混合A,0.13266128506890973,105.7,full,1.0,2026-09-15
362,519056,海富通内需热点混合,0.13196248860776105,152.9,full,1.0,2026-09-15
363,001215,博时沪港深优质企业基金A,0.1315160090992462,136.1,full,1.0,2026-09-15
364,018122,永赢数字经济智选混合发起A,0.13133183432249362,41.2,full,1.0,2026-09-15
365,360007,光大优势配置混合A,0.13098079111595262,228.7,full,1.0,2026-09-15
366,001898,易方达大健康混合,0.13011638086473032,107.6,full,1.0,2026-09-15
367,001897,九泰久盛量化先锋混合A,0.1300260827592321,130.2,full,1.0,2026-09-15
368,004888,财通资管鑫逸混合A,0.12972202183400006,108.5,full,1.0,2026-09-15
369,009353,浙商科创一个月滚动持有混合A,0.12959260663289207,71.5,full,1.0,2026-09-15
370,013916,国联成长先锋一年持有混合A,0.12825586899967067,52.9,full,1.0,2026-09-15
371,001323,东吴移动互联混合A,0.12808720109566574,135.7,full,1.0,2026-09-15
372,014526,汇添富中盘潜力增长一年持有混合A,0.1280817969384589,55.6,full,1.0,2026-09-15
373,580001,东吴嘉禾优势精选混合A,0.1280632282671048,259.4,full,1.0,2026-09-15
374,000462,农银主题轮动混合A,0.1279445413113669,137.2,full,1.0,2026-09-15
375,007831,博道伍佰智航股票A,0.12779626617440698,83.6,full,1.0,2026-09-15
376,004986,鹏华策略回报混合,0.12724734722813236,108.3,full,1.0,2026-09-15
377,017073,嘉实清洁能源股票发起式A,0.12704320998635565,45.8,full,1.0,2026-09-15
378,011142,创金合信新材料新能源股票A,0.1267773120309854,68.5,full,1.0,2026-09-15
379,006801,前海联合科技先锋混合A,0.12542019159712736,85.1,full,1.0,2026-09-15
380,090003,大成蓝筹稳健混合A,0.12501257739988092,267.4,full,1.0,2026-09-15
381,010751,宝盈优质成长混合A,0.12413964963830604,59.1,full,1.0,2026-09-15
382,001173,中欧瑾和灵活配置混合A,0.1241058453253383,137.1,full,1.0,2026-09-15
383,162006,长城久富混合(LOF)A,0.12349025491181731,234.3,full,1.0,2026-09-15
384,008954,安信价值回报三年持有混合A,0.12322898184752673,78.6,full,1.0,2026-09-15
385,320001,诺安平衡混合A,0.12297826484975438,267.8,full,1.0,2026-09-15
386,001413,国联鑫起点混合A,0.12220629961095675,135.1,full,1.0,2026-09-15
387,010558,汇安鑫利优选混合A,0.12161018998789919,65.4,full,1.0,2026-09-15
388,010338,国投瑞银远见成长混合A,0.12111333833698246,68.9,full,1.0,2026-09-15
389,161219,国投瑞银新兴产业混合(LOF)A,0.12093717070432697,177.1,full,1.0,2026-09-15
390,161728,招商瑞智优选混合(LOF),0.12066173191926999,98.4,full,1.0,2026-09-15
391,004138,上银鑫达灵活配置混合A,0.12027637271867975,114.2,full,1.0,2026-09-15
392,340008,兴全有机增长混合,0.11985341679598571,209.7,full,1.0,2026-09-15
393,000963,兴业多策略混合,0.11924965729175985,139.7,full,1.0,2026-09-15
394,017715,华宝量化选股混合发起式A,0.11900200137103933,42.8,full,1.0,2026-09-15
395,016492,南方均衡成长混合A,0.11888021880763011,47.5,full,1.0,2026-09-15
396,009591,博时研究精选持有期混合A,0.11886687899545745,74.7,full,1.0,2026-09-15
397,163302,大摩资源优选混合(LOF),0.11864946111440466,251.6,full,1.0,2026-09-15
398,004128,前海联合泳隆混合A,0.1176671036986725,108.6,full,1.0,2026-09-15
399,004674,富国新机遇灵活配置混合A,0.11764385140811062,106.0,full,1.0,2026-09-15
400,000932,前海开源睿远稳健增利混合A,0.11735519208387113,140.0,full,1.0,2026-09-15
401,006195,国金量化多因子股票A,0.11653415616329088,94.5,full,1.0,2026-09-15
402,001318,东方新策略灵活配置混合A,0.11612853964795589,135.7,full,1.0,2026-09-15
403,001809,中信建投智信物联网A,0.11560572013863668,121.4,full,1.0,2026-09-15
404,008245,圆信永丰致优混合A,0.11520594020621666,80.7,full,1.0,2026-09-15
405,016592,长城远见成长混合A,0.11353075514754574,47.6,full,1.0,2026-09-15
406,007243,安信核心竞争力混合A,0.11282211134622311,87.4,full,1.0,2026-09-15
407,011977,格林研究优选混合A,0.11247552120796978,60.9,full,1.0,2026-09-15
408,005802,汇添富智能制造股票A,0.11237507358730991,100.8,full,1.0,2026-09-15
409,005571,中银证券新能源混合A,0.11212759860133148,97.4,full,1.0,2026-09-15
410,160726,嘉实瑞享定期混合,0.1113307659074736,97.4,full,1.0,2026-09-15
411,000167,广发聚优灵活配置混合A,0.11102523895314476,156.1,full,1.0,2026-09-15
412,169102,东方红睿阳三年持有混合,0.11058537826937531,139.9,full,1.0,2026-09-15
413,012828,富国浦诚回报12个月持有混合A,0.1104837744209688,61.6,full,1.0,2026-09-15
414,009556,兴全合丰三年持有混合,0.11026405941126582,72.6,full,1.0,2026-09-15
415,010824,天弘创新成长混合发起式A,0.1088827194926889,67.3,full,1.0,2026-09-15
416,000031,华夏复兴混合A,0.10836428770878759,228.2,full,1.0,2026-09-15
417,018148,百嘉百瑞混合发起式A,0.1082390684417689,36.6,full,1.0,2026-09-15
418,012688,长安成长优选混合A,0.10707952435053691,61.1,full,1.0,2026-09-15
419,004218,前海开源裕和混合A,0.10674082928368134,113.1,full,1.0,2026-09-15
420,014651,大成专精特新混合A,0.10670957186690555,55.6,full,1.0,2026-09-15
421,005059,南方安福混合A,0.10540758350266821,106.4,full,1.0,2026-09-15
422,015610,万家匠心致远一年持有期混合A,0.10479750801354704,49.2,full,1.0,2026-09-15
423,012147,富国大盘核心资产混合,0.10464366787575408,58.4,full,1.0,2026-09-15
424,001576,国泰智能装备股票A,0.10402464580105963,110.8,full,1.0,2026-09-15
425,000520,上银新兴价值成长混合A,0.10366281206507777,148.3,full,1.0,2026-09-15
426,005472,富国价值驱动灵活配置混合A,0.1035374968310403,101.7,full,1.0,2026-09-15
427,070099,嘉实优质企业混合,0.10336520361404866,225.2,full,1.0,2026-09-15
428,018440,汇添富量化选股混合A,0.10333661737929734,39.3,full,1.0,2026-09-15
429,010345,华泰柏瑞成长智选混合A,0.10330251098753473,69.7,full,1.0,2026-09-15
430,005821,万家新机遇龙头企业混合A,0.10326372441850751,99.7,full,1.0,2026-09-15
431,012572,恒越乐享添利混合A,0.10280956044246503,59.6,full,1.0,2026-09-15
432,011740,博时成长精选混合A,0.10272469175245869,64.9,full,1.0,2026-09-15
433,011866,广发价值增长混合A,0.10254247755202517,63.6,full,1.0,2026-09-15
434,012977,瑞达鑫红量化6个月持有混合A,0.10214418224938826,62.1,full,1.0,2026-09-15
435,008318,博道久航混合A,0.10154958900651012,80.7,full,1.0,2026-09-15
436,006259,汇添富红利增长混合A,0.1010518507729945,88.7,full,1.0,2026-09-15
437,006392,中信保诚创新成长混合A,0.10015283896981986,91.5,full,1.0,2026-09-15
438,008846,大成民稳增长混合A,0.10006365466119016,77.5,full,1.0,2026-09-15
439,001476,中银智能制造股票A,0.09995260387968141,134.9,full,1.0,2026-09-15
440,005258,景顺长城量化平衡混合A,0.09992358523523048,104.6,full,1.0,2026-09-15
441,519097,新华中小市值优选混合A,0.09938848540315526,187.6,full,1.0,2026-09-15
442,017157,华富匠心领航18个月持有期混合A,0.09893415853149357,40.9,full,1.0,2026-09-15
443,011997,景顺长城安盈回报一年持有混合A,0.09858666347948009,63.7,full,1.0,2026-09-15
444,001564,东方红京东大数据混合A,0.09821542917286319,133.5,full,1.0,2026-09-15
445,004809,前海联合润丰混合A,0.09820328981981241,95.8,full,1.0,2026-09-15
446,013141,中信保诚弘远混合A,0.0968341054629227,60.5,full,1.0,2026-09-15
447,001603,易方达安盈回报混合A,0.09584995068078639,114.9,full,1.0,2026-09-15
448,002703,长城久源灵活配置混合A,0.09510549907312726,122.8,full,1.0,2026-09-15
449,050001,博时价值增长混合,0.09458570871661842,287.2,full,1.0,2026-09-15
450,501083,银华科创主题灵活配置混合(LOF)A,0.09451373243436234,86.4,full,1.0,2026-09-15
451,519007,海富通强化回报混合,0.09447976750268028,243.7,full,1.0,2026-09-15
452,008328,诺安新兴产业混合,0.09416693045528568,78.2,full,1.0,2026-09-15
453,000877,华泰柏瑞量化优选混合,0.09398271678679926,140.9,full,1.0,2026-09-15
454,002449,民生加银量化中国混合A,0.09383753382141391,123.9,full,1.0,2026-09-15
455,010781,兴业聚申一年持有期混合A,0.09379822343937305,68.7,full,1.0,2026-09-15
456,002934,泰康恒泰回报混合A,0.09373799646154612,122.1,full,1.0,2026-09-15
457,001148,申万菱信多策略灵活配置混合A,0.09362083630335527,137.5,full,1.0,2026-09-15
458,000270,建信灵活配置混合A,0.09334719399466795,156.4,full,1.0,2026-09-15
459,010301,达诚成长先锋混合A,0.09307064680625632,70.6,full,1.0,2026-09-15
460,005760,富国周期优势混合A,0.09266942855251847,98.2,full,1.0,2026-09-15
461,001255,长城改革红利混合A,0.09257065771937234,135.2,full,1.0,2026-09-15
462,011801,中银证券盈瑞混合A,0.09256360458025137,64.3,full,1.0,2026-09-15
463,006564,圆信永丰精选回报混合,0.09232384822173101,88.0,full,1.0,2026-09-15
464,001740,光大中国制造2025灵活配置混合A,0.09227059763030065,128.8,full,1.0,2026-09-15
465,000082,嘉实研究阿尔法股票A,0.09220238547913762,159.6,full,1.0,2026-09-15
466,014946,南方高质量优选混合A,0.0920784769738936,48.8,full,1.0,2026-09-15
467,004279,国寿安保稳荣混合A,0.09150167151791089,115.1,full,1.0,2026-09-15
468,011346,淳厚鑫淳一年持有混合,0.09149244636703657,63.5,full,1.0,2026-09-15
469,016895,中银卓越成长混合A,0.0914104541643781,40.4,full,1.0,2026-09-15
470,163807,中银优选灵活配置混合A,0.09121193144859285,209.4,full,1.0,2026-09-15
471,163418,兴全合兴混合A,0.09097571169097418,68.1,full,1.0,2026-09-15
472,009663,华泰紫金创新先锋混合(LOF)A,0.09082642694165277,74.0,full,1.0,2026-09-15
473,001718,工银物流产业股票A,0.09051944053244698,126.5,full,1.0,2026-09-15
474,007903,长城量化小盘股票A,0.09046292919598886,80.2,full,1.0,2026-09-15
475,016961,浙商汇金平稳增长一年混合,0.09044357153171845,45.8,full,1.0,2026-09-15
476,015245,南华丰汇混合A,0.08956036893423502,54.5,full,1.0,2026-09-15
477,001722,工银银和利混合,0.08890107281130288,116.5,full,1.0,2026-09-15
478,001656,农银中国优势灵活配置混合,0.08859463975000015,111.2,full,1.0,2026-09-15
479,501063,汇添富悦享两年持有混合,0.08841019328681488,91.5,full,1.0,2026-09-15
480,007875,国融融兴混合A,0.08837168829211772,82.3,full,1.0,2026-09-15
481,009576,东方红智远三年持有混合,0.08807075846355428,74.7,full,1.0,2026-09-15
482,012975,西部利得碳中和混合发起A,0.08780098777673695,61.2,full,1.0,2026-09-15
483,012963,招商稳健平衡混合A,0.08718178627108375,58.9,full,1.0,2026-09-15
484,000526,国泰浓益灵活配置混合A,0.08711994548194624,150.4,full,1.0,2026-09-15
485,006785,东方量化多策略混合A,0.08674553619286374,90.7,full,1.0,2026-09-15
486,017424,华泰紫金先进制造混合发起A,0.08661583520756277,42.5,full,1.0,2026-09-15
487,001705,泓德战略转型股票,0.08637520731260762,130.2,full,1.0,2026-09-15
488,501186,华夏兴融混合(LOF)A,0.0859690541541227,98.4,full,1.0,2026-09-15
489,000928,国联国企改革混合A,0.08591696277560712,141.0,full,1.0,2026-09-15
490,006167,德邦乐享生活混合A,0.0855645493211945,90.1,full,1.0,2026-09-15
491,013385,信澳优势价值混合A,0.08533507581736455,57.4,full,1.0,2026-09-15
492,007130,中庚小盘价值股票,0.08510705501790405,89.4,full,1.0,2026-09-15
493,000996,中银新动力股票A,0.08480547342651445,139.0,full,1.0,2026-09-15
494,001734,广发新锐智选混合A,0.08414380340665395,129.9,full,1.0,2026-09-15
495,163803,中银持续增长混合A,0.08413689743518749,246.0,full,1.0,2026-09-15
496,014135,中欧金安量化混合A,0.0837898372920991,55.8,full,1.0,2026-09-15
497,014119,金鹰时代先锋混合A,0.08374190785880153,55.7,full,1.0,2026-09-15
498,200016,长城稳健成长混合A,0.08295726431674555,169.4,full,1.0,2026-09-15
499,009810,易方达悦通一年持有期混合A,0.08293265899288738,69.0,full,1.0,2026-09-15
500,001314,易方达新益混合I,0.08240126764389788,135.0,full,1.0,2026-09-15
501,002411,华夏新机遇混合A,0.0816335146894569,125.5,full,1.0,2026-09-15
502,202007,南方隆元产业主题混合,0.08159147662401023,226.0,full,1.0,2026-09-15
503,015769,天弘低碳经济混合A,0.08154814066633653,50.6,full,1.0,2026-09-15
504,012493,长信内需均衡混合A,0.08142026584533824,62.5,full,1.0,2026-09-15
505,002943,广发多因子混合,0.08140489360731884,116.5,full,1.0,2026-09-15
506,012913,方正富邦趋势领航混合A,0.08129126171483736,59.7,full,1.0,2026-09-15
507,004335,华宝新飞跃灵活配置混合,0.08117147529889412,114.6,full,1.0,2026-09-15
508,040015,华安动态灵活配置混合A,0.0811681540019733,200.8,full,1.0,2026-09-15
509,010640,财通稳进回报6个月持有混合A,0.08041093364900731,58.2,full,1.0,2026-09-15
510,003641,长盛盛丰灵活配置混合A,0.07998066206255072,117.9,full,1.0,2026-09-15
511,005618,融通红利机会主题精选混合A,0.07852767879036104,101.7,full,1.0,2026-09-15
512,080015,长盛中小盘精选混合,0.07835570242991241,170.2,full,1.0,2026-09-15
513,000672,工银绝对收益混合发起B,0.07817894734375463,146.7,full,1.0,2026-09-15
514,519983,长信量化先锋混合A,0.07729848749042167,189.9,full,1.0,2026-09-15
515,161601,融通新蓝筹混合,0.07696565882319839,288.1,full,1.0,2026-09-15
516,011663,华安研究驱动混合A,0.07581789402162609,59.6,full,1.0,2026-09-15
517,010120,九泰久福量化股票A,0.07567774408694494,67.8,full,1.0,2026-09-15
518,003308,中信建投睿利A,0.07478158394597423,117.3,full,1.0,2026-09-15
519,010275,嘉实优质精选混合A,0.0746765898468007,69.2,full,1.0,2026-09-15
520,010881,南方宝顺混合A,0.07427755332261299,65.8,full,1.0,2026-09-15
521,007126,博道远航混合A,0.0742551631549635,88.5,full,1.0,2026-09-15
522,011146,创金合信气候变化责任投资股票A,0.07360920085245382,68.5,full,1.0,2026-09-15
523,001422,景顺长城安享回报混合A,0.07326752902816813,135.0,full,1.0,2026-09-15
524,001488,万家瑞丰灵活配置混合A,0.07255002354473739,134.9,full,1.0,2026-09-15
525,550002,中信保诚精萃成长混合A,0.07254045363995831,237.6,full,1.0,2026-09-15
526,009796,大成汇享一年持有混合A,0.07226917422811163,72.4,full,1.0,2026-09-15
527,005741,南方君信混合A,0.07218650005052085,99.5,full,1.0,2026-09-15
528,000977,长城环保主题混合A,0.07213400222570754,137.3,full,1.0,2026-09-15
529,016560,永赢启源混合发起A,0.07203547298284962,36.6,full,1.0,2026-09-15
530,017606,华泰柏瑞轮动精选混合A,0.0720003607206543,40.4,full,1.0,2026-09-15
531,014799,工银招瑞一年持有混合A,0.07199751358753548,55.6,full,1.0,2026-09-15
532,002210,创金合信量化多因子股票A,0.07183526204178725,127.8,full,1.0,2026-09-15
533,007468,中信建投精选混合A,0.0717385022859327,81.5,full,1.0,2026-09-15
534,014885,长盛匠心研究混合A,0.07161106359642755,50.4,full,1.0,2026-09-15
535,013624,嘉实价值创造三年持有期混合A,0.07156985462968435,54.5,full,1.0,2026-09-15
536,001463,光大一带一路混合A,0.07126861367814552,134.7,full,1.0,2026-09-15
537,009106,嘉合同顺智选股票A,0.07122411165831233,75.8,full,1.0,2026-09-15
538,288002,华夏收入混合,0.07114222871561071,249.9,full,1.0,2026-09-15
539,017494,东方红多元策略混合C,0.07058666609371933,45.3,full,1.0,2026-09-15
540,501091,嘉实欣荣混合(LOF)A,0.07020518792594999,79.8,full,1.0,2026-09-15
541,070001,嘉实成长收益混合A,0.07003605705154858,286.3,full,1.0,2026-09-15
542,015160,南方宝嘉混合A,0.06998832621139561,50.6,full,1.0,2026-09-15
543,011134,广发价值优选混合A,0.0698969353233383,65.8,full,1.0,2026-09-15
544,010738,大成优选升级一年持有混合A,0.06973022198675571,68.7,full,1.0,2026-09-15
545,010314,大摩内需增长混合A,0.06949104515891635,69.0,full,1.0,2026-09-15
546,070013,嘉实研究精选混合,0.06899244958834783,219.6,full,1.0,2026-09-15
547,270025,广发行业领先混合A,0.06886425913004035,189.7,full,1.0,2026-09-15
548,070003,嘉实稳健混合,0.06853132853582844,278.2,full,1.0,2026-09-15
549,007415,南方致远混合A,0.06803368946449839,87.6,full,1.0,2026-09-15
550,014198,华夏智胜先锋股票C,0.06769063188865077,57.0,full,1.0,2026-09-15
551,016676,南方君誉混合A,0.06749080056320533,46.0,full,1.0,2026-09-15
552,000589,光大银发商机混合A,0.06731975534613466,148.6,full,1.0,2026-09-15
553,000433,安信鑫发优选混合A,0.06654107241382334,152.5,full,1.0,2026-09-15
554,001581,华安沪港深通精选灵活配置混合A,0.06648961296725919,114.9,full,1.0,2026-09-15
555,001433,易方达瑞景混合,0.06630118414692543,134.5,full,1.0,2026-09-15
556,121006,国投瑞银稳健增长混合,0.06619584973081549,219.1,full,1.0,2026-09-15
557,001183,南方利淘A,0.0660552064149953,137.0,full,1.0,2026-09-15
558,501001,财通多策略精选混合(LOF),0.06598477824787041,134.5,full,1.0,2026-09-15
559,012995,嘉实策略视野三年持有期混合,0.06511131658178426,56.6,full,1.0,2026-09-15
560,010584,渤海汇金新动能主题混合A,0.0645932771234401,65.8,full,1.0,2026-09-15
561,017769,博时信享一年持有期混合A,0.06444067638157969,42.3,full,1.0,2026-09-15
562,014329,国联优势产业混合A,0.06434079588894637,55.7,full,1.0,2026-09-15
563,013765,平安恒泰1年持有混合A,0.06420702072280338,54.7,full,1.0,2026-09-15
564,420005,天弘周期策略混合A,0.0637819532804964,200.9,full,1.0,2026-09-15
565,005244,国泰聚优价值灵活配置混合A,0.06276999423881979,106.0,full,1.0,2026-09-15
566,001225,中邮趋势精选灵活配置混合A,0.06276026544020996,135.7,full,1.0,2026-09-15
567,003476,南方安颐混合,0.06258855038561761,117.0,full,1.0,2026-09-15
568,011692,华安研究智选混合A,0.061849374377737965,61.2,full,1.0,2026-09-15
569,010965,中银鑫新消费成长混合A,0.061489508816603644,60.3,full,1.0,2026-09-15
570,010725,鹏华安享一年持有期混合A,0.06130136891086724,68.3,full,1.0,2026-09-15
571,004517,南方安康混合A,0.06109848350347602,111.0,full,1.0,2026-09-15
572,010728,中泰兴诚价值一年持有混合A,0.06103917756790045,67.2,full,1.0,2026-09-15
573,004657,金鹰民富收益混合A,0.060572769465877974,65.1,full,1.0,2026-09-15
574,004671,国联核心成长,0.06043515596770899,107.5,full,1.0,2026-09-15
575,001758,嘉实研究增强混合,0.060064300747845634,117.5,full,1.0,2026-09-15
576,010900,中欧生益稳健一年混合A,0.06003561231684662,68.1,full,1.0,2026-09-15
577,229002,宏利逆向策略混合,0.059308465485296225,171.8,full,1.0,2026-09-15
578,006243,中银双息回报混合A,0.05925921479530816,95.6,full,1.0,2026-09-15
579,011033,南方宝恒混合A,0.05904913439442572,63.2,full,1.0,2026-09-15
580,005474,泰康均衡优选混合A,0.059031592579062764,103.9,full,1.0,2026-09-15
581,001756,嘉实策略优选混合,0.058641827639230426,117.9,full,1.0,2026-09-15
582,012568,天弘高端制造混合A,0.05862047605208032,62.1,full,1.0,2026-09-15
583,010994,博时创新经济混合A,0.05860540633981515,68.1,full,1.0,2026-09-15
584,001985,富国低碳新经济混合A,0.05843986546957747,128.9,full,1.0,2026-09-15
585,165531,中信保诚多策略混合(LOF)A,0.05837130426953885,111.0,full,1.0,2026-09-15
586,050007,博时平衡配置混合,0.05833682578757937,243.5,full,1.0,2026-09-15
587,002011,华夏红利混合,0.05833165839316301,254.5,full,1.0,2026-09-15
588,006314,国联策略优选混合A,0.057806573054540955,88.3,full,1.0,2026-09-15
589,013160,创金合信碳中和混合A,0.057746515480359806,59.8,full,1.0,2026-09-15
590,009658,汇丰晋信中小盘低波动策略股票A,0.05739164183625145,73.1,full,1.0,2026-09-15
591,008356,中加科丰价值精选混合,0.057362473323099517,76.3,full,1.0,2026-09-15
592,010008,国联成长优选混合A,0.057358060507335606,69.9,full,1.0,2026-09-15
593,010845,宏利波控回报12个月持有混合,0.057344267296404405,67.8,full,1.0,2026-09-15
594,003142,鹏华弘达混合A,0.05732728996810432,121.2,full,1.0,2026-09-15
595,270008,广发核心精选混合,0.057295527624779075,218.0,full,1.0,2026-09-15
596,121002,国投瑞银景气行业混合,0.05718957675585257,268.6,full,1.0,2026-09-15
597,008420,广发招泰A,0.056938077003267695,78.4,full,1.0,2026-09-15
598,165508,中信保诚深度价值混合(LOF),0.05629202896091812,193.5,full,1.0,2026-09-15
599,017635,银华动力领航混合A,0.05608039780430696,43.8,full,1.0,2026-09-15
600,001806,易方达瑞智灵活配置混合I,0.05606254945811062,110.8,full,1.0,2026-09-15
601,001441,易方达瑞信混合I,0.05603956889684736,103.5,full,1.0,2026-09-15
602,270007,广发大盘成长混合,0.05560165740365064,231.1,full,1.0,2026-09-15
603,017619,鑫元添鑫回报6个月持有期混合A,0.05541198596797625,42.1,full,1.0,2026-09-15
604,014513,金鹰远见优选混合A,0.055354721077163216,50.8,full,1.0,2026-09-15
605,018455,建信开元耀享9个月持有期混合发起A,0.05512517164730002,37.3,full,1.0,2026-09-15
606,000841,富国新回报灵活配置混合A/B,0.054735723845048545,141.6,full,1.0,2026-09-15
607,010284,长城价值成长六个月持有期混合A,0.05433931995892771,66.0,full,1.0,2026-09-15
608,010924,博时双季鑫6个月持有混合B,0.05425050927440345,67.8,full,1.0,2026-09-15
609,014767,景顺长城华城稳健6个月持有期混合A,0.05410760713032259,55.6,full,1.0,2026-09-15
610,001342,易方达新享混合A,0.05398503526467269,135.6,full,1.0,2026-09-15
611,000822,东海美丽中国A,0.05385372547154521,142.0,full,1.0,2026-09-15
612,013616,广发睿智两年持有期混合发起式A,0.05372167338498679,46.9,full,1.0,2026-09-15
613,013517,易方达悦浦一年持有混合A,0.05366026604839824,58.8,full,1.0,2026-09-15
614,008531,惠升惠民混合A,0.05357998447084644,78.4,full,1.0,2026-09-15
615,004154,中信保诚新悦混合B,0.05353409487806893,116.5,full,1.0,2026-09-15
616,009550,汇添富开放视野中国优势六个月持有股票A,0.05342849806699501,73.8,full,1.0,2026-09-15
617,011703,中金鑫瑞优选一年持有混合,0.05339579603095168,62.1,full,1.0,2026-09-15
618,005037,银华新能源新材料A,0.05319844043329747,108.0,full,1.0,2026-09-15
619,011913,华夏永泓一年持有混合A,0.052990779740591076,59.6,full,1.0,2026-09-15
620,002182,东兴蓝海财富混合A,0.052919578727904204,128.8,full,1.0,2026-09-15
621,160613,鹏华盛世创新混合(LOF)A,0.052652584847870276,215.2,full,1.0,2026-09-15
622,006921,南方智诚混合,0.05232357484201611,90.2,full,1.0,2026-09-15
623,018038,富国融裕两年持有期混合A,0.0522430944824086,36.6,full,1.0,2026-09-15
624,001231,银华泰利灵活配置混合A,0.05223012956962014,136.7,full,1.0,2026-09-15
625,000110,金鹰元安混合A,0.05207827860338532,159.9,full,1.0,2026-09-15
626,013929,中银证券恒瑞9个月持有混合A,0.05187092892199674,57.7,full,1.0,2026-09-15
627,010333,华夏核心资产混合A,0.051137588385070876,67.5,full,1.0,2026-09-15
628,000029,富国宏观策略灵活配置混合A,0.0509345607034124,161.1,full,1.0,2026-09-15
629,004738,摩根安隆回报混合A,0.05038869708146643,103.2,full,1.0,2026-09-15
630,014691,中加量化研选混合A,0.04964805762301738,53.2,full,1.0,2026-09-15
631,009448,泰康申润一年持有期混合A,0.04947461244491502,74.5,full,1.0,2026-09-15
632,080007,长盛同鑫行业配置混合A,0.04945980834846919,183.8,full,1.0,2026-09-15
633,000843,富国新回报灵活配置混合C,0.04914976432227003,141.6,full,1.0,2026-09-15
634,011769,富国精诚回报12个月持有期混合A,0.04904702247806658,64.5,full,1.0,2026-09-15
635,011851,天弘先进制造混合A,0.04888059240756637,64.8,full,1.0,2026-09-15
636,002681,金鹰元和灵活配置混合A,0.04825170194834216,123.7,full,1.0,2026-09-15
637,550003,中信保诚盛世蓝筹混合,0.04814224373460485,219.4,full,1.0,2026-09-15
638,519656,银河灵活配置混合A,0.04805875187996156,151.1,full,1.0,2026-09-15
639,004225,国寿安保稳诚混合A,0.047588949810901005,115.8,full,1.0,2026-09-15
640,519692,交银成长混合,0.04686386396895492,238.8,full,1.0,2026-09-15
641,010839,易方达瑞安灵活配置混合A,0.04684570925889453,68.2,full,1.0,2026-09-15
